run_id,model,problem_id,sample,generated_code_path,raw_response_path,prompt_path,generated_code_sha256,raw_response_sha256
p28__gemma3_12b__s5,Gemma 3 12B,28,5,gemma/original_outputs/generated_code/p28__gemma3_12b__s5.py,gemma/original_outputs/responses/p28__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p28_prompt.txt,b2598c67829ddb23b6b0dfc07cc19b9a84d81564865b95d05905fcd8cdd92005,f74cd37e28350b1b21548659dfae67828a81ad59cdc0100531080fd606021007
p28__gemma3_12b__s6,Gemma 3 12B,28,6,gemma/original_outputs/generated_code/p28__gemma3_12b__s6.py,gemma/original_outputs/responses/p28__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p28_prompt.txt,b2598c67829ddb23b6b0dfc07cc19b9a84d81564865b95d05905fcd8cdd92005,f74cd37e28350b1b21548659dfae67828a81ad59cdc0100531080fd606021007
p28__gemma3_12b__s7,Gemma 3 12B,28,7,gemma/original_outputs/generated_code/p28__gemma3_12b__s7.py,gemma/original_outputs/responses/p28__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p28_prompt.txt,b2598c67829ddb23b6b0dfc07cc19b9a84d81564865b95d05905fcd8cdd92005,f74cd37e28350b1b21548659dfae67828a81ad59cdc0100531080fd606021007
p28__gemma3_12b__s8,Gemma 3 12B,28,8,gemma/original_outputs/generated_code/p28__gemma3_12b__s8.py,gemma/original_outputs/responses/p28__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p28_prompt.txt,b2598c67829ddb23b6b0dfc07cc19b9a84d81564865b95d05905fcd8cdd92005,f74cd37e28350b1b21548659dfae67828a81ad59cdc0100531080fd606021007
p28__gemma3_12b__s9,Gemma 3 12B,28,9,gemma/original_outputs/generated_code/p28__gemma3_12b__s9.py,gemma/original_outputs/responses/p28__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p28_prompt.txt,b2598c67829ddb23b6b0dfc07cc19b9a84d81564865b95d05905fcd8cdd92005,f74cd37e28350b1b21548659dfae67828a81ad59cdc0100531080fd606021007
p29__gemma3_12b__s0,Gemma 3 12B,29,0,gemma/original_outputs/generated_code/p29__gemma3_12b__s0.py,gemma/original_outputs/responses/p29__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s1,Gemma 3 12B,29,1,gemma/original_outputs/generated_code/p29__gemma3_12b__s1.py,gemma/original_outputs/responses/p29__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s2,Gemma 3 12B,29,2,gemma/original_outputs/generated_code/p29__gemma3_12b__s2.py,gemma/original_outputs/responses/p29__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s3,Gemma 3 12B,29,3,gemma/original_outputs/generated_code/p29__gemma3_12b__s3.py,gemma/original_outputs/responses/p29__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s4,Gemma 3 12B,29,4,gemma/original_outputs/generated_code/p29__gemma3_12b__s4.py,gemma/original_outputs/responses/p29__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s5,Gemma 3 12B,29,5,gemma/original_outputs/generated_code/p29__gemma3_12b__s5.py,gemma/original_outputs/responses/p29__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s6,Gemma 3 12B,29,6,gemma/original_outputs/generated_code/p29__gemma3_12b__s6.py,gemma/original_outputs/responses/p29__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s7,Gemma 3 12B,29,7,gemma/original_outputs/generated_code/p29__gemma3_12b__s7.py,gemma/original_outputs/responses/p29__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s8,Gemma 3 12B,29,8,gemma/original_outputs/generated_code/p29__gemma3_12b__s8.py,gemma/original_outputs/responses/p29__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p29__gemma3_12b__s9,Gemma 3 12B,29,9,gemma/original_outputs/generated_code/p29__gemma3_12b__s9.py,gemma/original_outputs/responses/p29__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p29_prompt.txt,2e8f55a025edaf27212528e4e021b65ee655862779d6bb841953635822a0da37,d0fdf8fcaa6364a7dbc52c08323c1a4c53426e73c6b51baa99c070ba6085dbdb
p30__gemma3_12b__s0,Gemma 3 12B,30,0,gemma/original_outputs/generated_code/p30__gemma3_12b__s0.py,gemma/original_outputs/responses/p30__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s1,Gemma 3 12B,30,1,gemma/original_outputs/generated_code/p30__gemma3_12b__s1.py,gemma/original_outputs/responses/p30__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s2,Gemma 3 12B,30,2,gemma/original_outputs/generated_code/p30__gemma3_12b__s2.py,gemma/original_outputs/responses/p30__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s3,Gemma 3 12B,30,3,gemma/original_outputs/generated_code/p30__gemma3_12b__s3.py,gemma/original_outputs/responses/p30__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s4,Gemma 3 12B,30,4,gemma/original_outputs/generated_code/p30__gemma3_12b__s4.py,gemma/original_outputs/responses/p30__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s5,Gemma 3 12B,30,5,gemma/original_outputs/generated_code/p30__gemma3_12b__s5.py,gemma/original_outputs/responses/p30__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s6,Gemma 3 12B,30,6,gemma/original_outputs/generated_code/p30__gemma3_12b__s6.py,gemma/original_outputs/responses/p30__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s7,Gemma 3 12B,30,7,gemma/original_outputs/generated_code/p30__gemma3_12b__s7.py,gemma/original_outputs/responses/p30__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s8,Gemma 3 12B,30,8,gemma/original_outputs/generated_code/p30__gemma3_12b__s8.py,gemma/original_outputs/responses/p30__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p30__gemma3_12b__s9,Gemma 3 12B,30,9,gemma/original_outputs/generated_code/p30__gemma3_12b__s9.py,gemma/original_outputs/responses/p30__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p30_prompt.txt,8e8e5b0c7a7fb365f2e9638a1b2f481741bb12ffb851d2540ef0db559a27dc1a,85ef396fd8ea393c06e64b5fed76db2cddc4a617794c6511f0a3d206af74e071
p31__gemma3_12b__s0,Gemma 3 12B,31,0,gemma/original_outputs/generated_code/p31__gemma3_12b__s0.py,gemma/original_outputs/responses/p31__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s1,Gemma 3 12B,31,1,gemma/original_outputs/generated_code/p31__gemma3_12b__s1.py,gemma/original_outputs/responses/p31__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s2,Gemma 3 12B,31,2,gemma/original_outputs/generated_code/p31__gemma3_12b__s2.py,gemma/original_outputs/responses/p31__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s3,Gemma 3 12B,31,3,gemma/original_outputs/generated_code/p31__gemma3_12b__s3.py,gemma/original_outputs/responses/p31__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s4,Gemma 3 12B,31,4,gemma/original_outputs/generated_code/p31__gemma3_12b__s4.py,gemma/original_outputs/responses/p31__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s5,Gemma 3 12B,31,5,gemma/original_outputs/generated_code/p31__gemma3_12b__s5.py,gemma/original_outputs/responses/p31__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s6,Gemma 3 12B,31,6,gemma/original_outputs/generated_code/p31__gemma3_12b__s6.py,gemma/original_outputs/responses/p31__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s7,Gemma 3 12B,31,7,gemma/original_outputs/generated_code/p31__gemma3_12b__s7.py,gemma/original_outputs/responses/p31__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s8,Gemma 3 12B,31,8,gemma/original_outputs/generated_code/p31__gemma3_12b__s8.py,gemma/original_outputs/responses/p31__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p31__gemma3_12b__s9,Gemma 3 12B,31,9,gemma/original_outputs/generated_code/p31__gemma3_12b__s9.py,gemma/original_outputs/responses/p31__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p31_prompt.txt,525d69128ccf3cad2df3e593abb7cdcf6200c7b8a533f58dfb72c9f1489a4016,5b2eee9de36cb817a72330d61f8e575d03d7740686fd0eed4041bcf3d9720a73
p32__gemma3_12b__s0,Gemma 3 12B,32,0,gemma/original_outputs/generated_code/p32__gemma3_12b__s0.py,gemma/original_outputs/responses/p32__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s1,Gemma 3 12B,32,1,gemma/original_outputs/generated_code/p32__gemma3_12b__s1.py,gemma/original_outputs/responses/p32__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s2,Gemma 3 12B,32,2,gemma/original_outputs/generated_code/p32__gemma3_12b__s2.py,gemma/original_outputs/responses/p32__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s3,Gemma 3 12B,32,3,gemma/original_outputs/generated_code/p32__gemma3_12b__s3.py,gemma/original_outputs/responses/p32__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s4,Gemma 3 12B,32,4,gemma/original_outputs/generated_code/p32__gemma3_12b__s4.py,gemma/original_outputs/responses/p32__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s5,Gemma 3 12B,32,5,gemma/original_outputs/generated_code/p32__gemma3_12b__s5.py,gemma/original_outputs/responses/p32__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s6,Gemma 3 12B,32,6,gemma/original_outputs/generated_code/p32__gemma3_12b__s6.py,gemma/original_outputs/responses/p32__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s7,Gemma 3 12B,32,7,gemma/original_outputs/generated_code/p32__gemma3_12b__s7.py,gemma/original_outputs/responses/p32__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s8,Gemma 3 12B,32,8,gemma/original_outputs/generated_code/p32__gemma3_12b__s8.py,gemma/original_outputs/responses/p32__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p32__gemma3_12b__s9,Gemma 3 12B,32,9,gemma/original_outputs/generated_code/p32__gemma3_12b__s9.py,gemma/original_outputs/responses/p32__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p32_prompt.txt,51fb6cadd3b4adce749b51a20c4ef3fb6193745732c821bf81b1ca1a31e3e5cc,a1bcb2ffcd26819b8a625feb67d1b1cf0a5bb99691677b626a1f4a161d9aadab
p33__gemma3_12b__s0,Gemma 3 12B,33,0,gemma/original_outputs/generated_code/p33__gemma3_12b__s0.py,gemma/original_outputs/responses/p33__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s1,Gemma 3 12B,33,1,gemma/original_outputs/generated_code/p33__gemma3_12b__s1.py,gemma/original_outputs/responses/p33__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s2,Gemma 3 12B,33,2,gemma/original_outputs/generated_code/p33__gemma3_12b__s2.py,gemma/original_outputs/responses/p33__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s3,Gemma 3 12B,33,3,gemma/original_outputs/generated_code/p33__gemma3_12b__s3.py,gemma/original_outputs/responses/p33__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s4,Gemma 3 12B,33,4,gemma/original_outputs/generated_code/p33__gemma3_12b__s4.py,gemma/original_outputs/responses/p33__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s5,Gemma 3 12B,33,5,gemma/original_outputs/generated_code/p33__gemma3_12b__s5.py,gemma/original_outputs/responses/p33__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s6,Gemma 3 12B,33,6,gemma/original_outputs/generated_code/p33__gemma3_12b__s6.py,gemma/original_outputs/responses/p33__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s7,Gemma 3 12B,33,7,gemma/original_outputs/generated_code/p33__gemma3_12b__s7.py,gemma/original_outputs/responses/p33__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s8,Gemma 3 12B,33,8,gemma/original_outputs/generated_code/p33__gemma3_12b__s8.py,gemma/original_outputs/responses/p33__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p33__gemma3_12b__s9,Gemma 3 12B,33,9,gemma/original_outputs/generated_code/p33__gemma3_12b__s9.py,gemma/original_outputs/responses/p33__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p33_prompt.txt,94e5033c3484317e410358acfb849dbf6411c58caafe99275b54cd3cde187aed,2f274542d0dcf6cf9e0b7fe2fcf73d3e9b9ae7df2129e5656ce34a5c713b03e1
p34__gemma3_12b__s0,Gemma 3 12B,34,0,gemma/original_outputs/generated_code/p34__gemma3_12b__s0.py,gemma/original_outputs/responses/p34__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s1,Gemma 3 12B,34,1,gemma/original_outputs/generated_code/p34__gemma3_12b__s1.py,gemma/original_outputs/responses/p34__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s2,Gemma 3 12B,34,2,gemma/original_outputs/generated_code/p34__gemma3_12b__s2.py,gemma/original_outputs/responses/p34__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s3,Gemma 3 12B,34,3,gemma/original_outputs/generated_code/p34__gemma3_12b__s3.py,gemma/original_outputs/responses/p34__gemma3_12b__s3_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s4,Gemma 3 12B,34,4,gemma/original_outputs/generated_code/p34__gemma3_12b__s4.py,gemma/original_outputs/responses/p34__gemma3_12b__s4_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s5,Gemma 3 12B,34,5,gemma/original_outputs/generated_code/p34__gemma3_12b__s5.py,gemma/original_outputs/responses/p34__gemma3_12b__s5_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s6,Gemma 3 12B,34,6,gemma/original_outputs/generated_code/p34__gemma3_12b__s6.py,gemma/original_outputs/responses/p34__gemma3_12b__s6_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s7,Gemma 3 12B,34,7,gemma/original_outputs/generated_code/p34__gemma3_12b__s7.py,gemma/original_outputs/responses/p34__gemma3_12b__s7_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s8,Gemma 3 12B,34,8,gemma/original_outputs/generated_code/p34__gemma3_12b__s8.py,gemma/original_outputs/responses/p34__gemma3_12b__s8_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p34__gemma3_12b__s9,Gemma 3 12B,34,9,gemma/original_outputs/generated_code/p34__gemma3_12b__s9.py,gemma/original_outputs/responses/p34__gemma3_12b__s9_raw.txt,gemma/original_outputs/prompts/p34_prompt.txt,6fb3e34bd5e6aac28192317818505a68b7bfbdf75af3a4e7d761abc820b3e5fd,59b9f2151b9c626b6ddd78f8972a0402b24363568bb6c423887b7a1bd089f306
p35__gemma3_12b__s0,Gemma 3 12B,35,0,gemma/original_outputs/generated_code/p35__gemma3_12b__s0.py,gemma/original_outputs/responses/p35__gemma3_12b__s0_raw.txt,gemma/original_outputs/prompts/p35_prompt.txt,08bdff7d9a305961c7d83fab15937057dfca6b114408a98eeccda254189303b0,f000cf675b142a2998225fc93431e125f967451a0b32a2d34c2e7b6e3cecccd9
p35__gemma3_12b__s1,Gemma 3 12B,35,1,gemma/original_outputs/generated_code/p35__gemma3_12b__s1.py,gemma/original_outputs/responses/p35__gemma3_12b__s1_raw.txt,gemma/original_outputs/prompts/p35_prompt.txt,08bdff7d9a305961c7d83fab15937057dfca6b114408a98eeccda254189303b0,f000cf675b142a2998225fc93431e125f967451a0b32a2d34c2e7b6e3cecccd9
p35__gemma3_12b__s2,Gemma 3 12B,35,2,gemma/original_outputs/generated_code/p35__gemma3_12b__s2.py,gemma/original_outputs/responses/p35__gemma3_12b__s2_raw.txt,gemma/original_outputs/prompts/p35_prompt.txt,08bdff7d9a305961c7d83fab15937057dfca6b114408a98eeccda254189303b0,f000cf675b142a2998225fc93431e125f967451a0b32a2d34c2e7b6e3cecccd9
