run_id,model,problem_id,sample,final_verdict,source_final_label
p39__llama3.3_70b__s3,llama3.3:70b,39,3,correct,correct
p39__llama3.3_70b__s4,llama3.3:70b,39,4,loud,loud_bug
p39__llama3.3_70b__s5,llama3.3:70b,39,5,correct,correct
p39__llama3.3_70b__s6,llama3.3:70b,39,6,correct,correct
p39__llama3.3_70b__s7,llama3.3:70b,39,7,correct,correct
p39__llama3.3_70b__s8,llama3.3:70b,39,8,loud,loud_bug
p39__llama3.3_70b__s9,llama3.3:70b,39,9,code_failure,code_failure
p40__llama3.3_70b__s0,llama3.3:70b,40,0,code_failure,code_failure
p40__llama3.3_70b__s1,llama3.3:70b,40,1,code_failure,code_failure
p40__llama3.3_70b__s2,llama3.3:70b,40,2,code_failure,code_failure
p40__llama3.3_70b__s3,llama3.3:70b,40,3,code_failure,code_failure
p40__llama3.3_70b__s4,llama3.3:70b,40,4,code_failure,code_failure
p40__llama3.3_70b__s5,llama3.3:70b,40,5,code_failure,code_failure
p40__llama3.3_70b__s6,llama3.3:70b,40,6,code_failure,code_failure
p40__llama3.3_70b__s7,llama3.3:70b,40,7,code_failure,code_failure
p40__llama3.3_70b__s8,llama3.3:70b,40,8,code_failure,code_failure
p40__llama3.3_70b__s9,llama3.3:70b,40,9,code_failure,code_failure
p41__llama3.3_70b__s0,llama3.3:70b,41,0,code_failure,code_failure
p41__llama3.3_70b__s1,llama3.3:70b,41,1,code_failure,code_failure
p41__llama3.3_70b__s2,llama3.3:70b,41,2,code_failure,code_failure
p41__llama3.3_70b__s3,llama3.3:70b,41,3,code_failure,code_failure
p41__llama3.3_70b__s4,llama3.3:70b,41,4,code_failure,code_failure
p41__llama3.3_70b__s5,llama3.3:70b,41,5,code_failure,code_failure
p41__llama3.3_70b__s6,llama3.3:70b,41,6,code_failure,code_failure
p41__llama3.3_70b__s7,llama3.3:70b,41,7,code_failure,code_failure
p41__llama3.3_70b__s8,llama3.3:70b,41,8,code_failure,code_failure
p41__llama3.3_70b__s9,llama3.3:70b,41,9,code_failure,code_failure
