run_id,model,problem_id,sample,final_verdict,source_final_label
p40__gpt-5-nano__s4,gpt-5-nano,40,4,code_failure,contract_failure
p40__gpt-5-nano__s5,gpt-5-nano,40,5,code_failure,code_failure
p40__gpt-5-nano__s6,gpt-5-nano,40,6,code_failure,contract_failure
p40__gpt-5-nano__s7,gpt-5-nano,40,7,code_failure,code_failure
p40__gpt-5-nano__s8,gpt-5-nano,40,8,code_failure,contract_failure
p40__gpt-5-nano__s9,gpt-5-nano,40,9,silent,silent_bug
p41__gpt-5-nano__s0,gpt-5-nano,41,0,correct,correct
p41__gpt-5-nano__s1,gpt-5-nano,41,1,correct,correct
p41__gpt-5-nano__s2,gpt-5-nano,41,2,correct,correct
p41__gpt-5-nano__s3,gpt-5-nano,41,3,correct,correct
p41__gpt-5-nano__s4,gpt-5-nano,41,4,loud,loud_bug
p41__gpt-5-nano__s5,gpt-5-nano,41,5,correct,correct
p41__gpt-5-nano__s6,gpt-5-nano,41,6,correct,correct
p41__gpt-5-nano__s7,gpt-5-nano,41,7,correct,correct
p41__gpt-5-nano__s8,gpt-5-nano,41,8,correct,correct
p41__gpt-5-nano__s9,gpt-5-nano,41,9,correct,correct
