run_id,model,problem_id,original_problem_id,sample,label,raw_label,final_label,extraction_mode,code_ran,schema_ok,objective_match,has_build_model,failed_checks,failed_requirement_checks,formulation_violations,flagged_formulation_violations,audit_error,prompt_hash,response_time_sec,prompt_eval_count,eval_count,output_truncated,silent_bug_type,silent_bug_requirements,silent_bug_source,report_categories,total_requirement_count,layer1_requirement_count,canonical_layer1_requirement_count,layer2_active_probe_count,total_diagnostic_requirement_count,failed_requirement_check_count,formulation_violation_count,total_violation_count,error_type,error_detail
p8__gpt-5-nano__s4,gpt-5-nano,8,8,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0764e3c78fe3ba50ce63376b5a3a68ac50241aac91ae2d3ab72773f5d754b9c6,37.205,1458,5561,False,,,none,,11,10,10,11,21,0,0,0,,
p8__gpt-5-nano__s5,gpt-5-nano,8,8,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0764e3c78fe3ba50ce63376b5a3a68ac50241aac91ae2d3ab72773f5d754b9c6,25.029,1458,3162,False,,,none,,11,10,10,11,21,0,0,0,,
p8__gpt-5-nano__s6,gpt-5-nano,8,8,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0764e3c78fe3ba50ce63376b5a3a68ac50241aac91ae2d3ab72773f5d754b9c6,33.363,1458,3262,False,,,none,,11,10,10,11,21,0,0,0,,
p8__gpt-5-nano__s7,gpt-5-nano,8,8,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0764e3c78fe3ba50ce63376b5a3a68ac50241aac91ae2d3ab72773f5d754b9c6,59.969,1458,7544,False,,,none,,11,10,10,11,21,0,0,0,,
p8__gpt-5-nano__s8,gpt-5-nano,8,8,8,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,0764e3c78fe3ba50ce63376b5a3a68ac50241aac91ae2d3ab72773f5d754b9c6,40.308,1458,5434,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p8__gpt-5-nano__s8\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p8__gpt-5-nano__s8\generated_model.py"", line 60, in solve
    gp.GRB.FEASIBLE: ""FEASIBLE"",
    ^^^^^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'FEASIBLE'. Did you mean: 'INFEASIBLE'?"
p8__gpt-5-nano__s9,gpt-5-nano,8,8,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0764e3c78fe3ba50ce63376b5a3a68ac50241aac91ae2d3ab72773f5d754b9c6,31.172,1458,4791,False,,,none,,11,10,10,11,21,0,0,0,,
p9__gpt-5-nano__s0,gpt-5-nano,9,9,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,25.281,1224,3691,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s1,gpt-5-nano,9,9,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,32.191,1224,5621,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s2,gpt-5-nano,9,9,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,26.266,1224,4303,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s3,gpt-5-nano,9,9,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,23.434,1224,3858,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s4,gpt-5-nano,9,9,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,19.559,1224,3429,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s5,gpt-5-nano,9,9,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,24.941,1224,4239,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s6,gpt-5-nano,9,9,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,16.279,1224,2650,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s7,gpt-5-nano,9,9,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,26.538,1224,4170,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s8,gpt-5-nano,9,9,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,22.304,1224,4003,False,,,none,,10,9,9,10,19,0,0,0,,
p9__gpt-5-nano__s9,gpt-5-nano,9,9,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,134c5de45298561ff7ce03dc5fdcd59712009c1c751edc8814c5190494cb8810,27.948,1224,4318,False,,,none,,10,9,9,10,19,0,0,0,,
p10__gpt-5-nano__s0,gpt-5-nano,10,10,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,35.116,1352,5104,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s1,gpt-5-nano,10,10,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,52.287,1352,8115,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s2,gpt-5-nano,10,10,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,31.956,1352,4704,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s3,gpt-5-nano,10,10,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,66.619,1352,9855,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s4,gpt-5-nano,10,10,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,36.012,1352,5758,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s5,gpt-5-nano,10,10,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,22.796,1352,3506,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s6,gpt-5-nano,10,10,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,36.162,1352,5827,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s7,gpt-5-nano,10,10,7,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,27.28,1352,4175,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p10__gpt-5-nano__s7\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p10__gpt-5-nano__s7\generated_model.py"", line 85, in solve
    GRB.UNKNOWN: ""UNKNOWN""
    ^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'UNKNOWN'"
p10__gpt-5-nano__s8,gpt-5-nano,10,10,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,55.04,1352,7693,False,,,none,,7,6,6,7,13,0,0,0,,
p10__gpt-5-nano__s9,gpt-5-nano,10,10,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,9327588e2287d8ab61ffa62dff8a04a14601842b37c48d6a94a957d281d8634b,40.379,1352,6457,False,,,none,,7,6,6,7,13,0,0,0,,
p11__gpt-5-nano__s0,gpt-5-nano,11,11,0,loud_bug,contract_failure,loud_bug,recovered_prose_slice,True,True,False,True,"p11.R_hard_max_Mar.C1,p11.R_hard_max_Apr.C1,p11.R_hard_max_May.C1,p11.R_hard_max_Jun.C1,p11.obj.C2","p11.R_hard_max_Mar.C1,p11.R_hard_max_Apr.C1,p11.R_hard_max_May.C1,p11.R_hard_max_Jun.C1",,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,95.744,7982,13549,False,,,none,,170,169,169,170,339,4,0,4,,
p11__gpt-5-nano__s1,gpt-5-nano,11,11,1,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,87.023,7982,13372,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s1\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s1\generated_model.py"", line 127, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s1\generated_model.py"", line 93, in build_model
    model.addConstr(H_m >= min_h * U_m, name=f""min_hard_{month}"")
                           ^^^^^
NameError: name 'min_h' is not defined"
p11__gpt-5-nano__s2,gpt-5-nano,11,11,2,loud_bug,contract_failure,loud_bug,recovered_prose_slice,True,True,False,True,"p11.R_hard_max_Apr.C1,p11.R_hard_max_May.C1,p11.R_hard_max_Jun.C1,p11.R_uselink_VEG1_Mar.C1,p11.R_uselink_VEG1_Apr.C1,p11.R_uselink_VEG1_May.C1,p11.R_uselink_VEG1_Jun.C1,p11.R_uselink_VEG2_Jan.C1,p11.R_uselink_VEG2_Feb.C1,p11.R_uselink_VEG2_Mar.C1,p11.R_uselink_OIL2_Mar.C1,p11.R_uselink_OIL2_Apr.C1,p11.R_uselink_OIL2_May.C1,p11.R_uselink_OIL2_Jun.C1,p11.R_uselink_OIL3_Jan.C1,p11.R_uselink_OIL3_Feb.C1,p11.obj.C2","p11.R_hard_max_Apr.C1,p11.R_hard_max_May.C1,p11.R_hard_max_Jun.C1,p11.R_uselink_VEG1_Mar.C1,p11.R_uselink_VEG1_Apr.C1,p11.R_uselink_VEG1_May.C1,p11.R_uselink_VEG1_Jun.C1,p11.R_uselink_VEG2_Jan.C1,p11.R_uselink_VEG2_Feb.C1,p11.R_uselink_VEG2_Mar.C1,p11.R_uselink_OIL2_Mar.C1,p11.R_uselink_OIL2_Apr.C1,p11.R_uselink_OIL2_May.C1,p11.R_uselink_OIL2_Jun.C1,p11.R_uselink_OIL3_Jan.C1,p11.R_uselink_OIL3_Feb.C1",,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,77.082,7982,10660,False,,,none,,170,169,169,170,339,16,0,16,,
p11__gpt-5-nano__s3,gpt-5-nano,11,11,3,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,79.983,7982,11826,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s3\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s3\generated_model.py"", line 138, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s3\generated_model.py"", line 61, in build_model
    model.addConstr(  initial_store(oil) + v(buy_jan) - v(use_jan) == v(store_jan) )
                      ^^^^^^^^^^^^^^^^^^
TypeError: 'int' object is not callable"
p11__gpt-5-nano__s4,gpt-5-nano,11,11,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,71.072,7982,11793,False,,,none,,170,169,169,170,339,0,0,0,,
p11__gpt-5-nano__s5,gpt-5-nano,11,11,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,68.49,7982,11624,False,,,none,,170,169,169,170,339,0,0,0,,
p11__gpt-5-nano__s6,gpt-5-nano,11,11,6,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,69.39,7982,12203,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s6\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s6\generated_model.py"", line 138, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p11__gpt-5-nano__s6\generated_model.py"", line 39, in build_model
    buy_var = m.addVar(lb=0.0, vtype=GRB.CONTINUOUS, name=f""buy_{oil}_{m}"")
              ^^^^^^^^
AttributeError: 'str' object has no attribute 'addVar'"
p11__gpt-5-nano__s7,gpt-5-nano,11,11,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,74.165,7982,12582,False,,,none,,170,169,169,170,339,0,0,0,,
p11__gpt-5-nano__s8,gpt-5-nano,11,11,8,loud_bug,contract_failure,loud_bug,recovered_prose_slice,True,True,False,True,"p11.R_bal_VEG1_Jan.C1,p11.R_bal_VEG1_Jun.C1,p11.R_endstore_VEG1.C1,p11.R_bal_VEG2_Jan.C1,p11.R_bal_VEG2_Jun.C1,p11.R_endstore_VEG2.C1,p11.R_bal_OIL1_Jan.C1,p11.R_endstore_OIL1.C1,p11.R_bal_OIL2_Jan.C1,p11.R_bal_OIL2_Jun.C1,p11.R_endstore_OIL2.C1,p11.R_bal_OIL3_Jan.C1,p11.R_bal_OIL3_Mar.C1,p11.R_bal_OIL3_May.C1,p11.R_endstore_OIL3.C1,p11.obj.C1,p11.obj.C2","p11.R_bal_VEG1_Jan.C1,p11.R_bal_VEG1_Jun.C1,p11.R_endstore_VEG1.C1,p11.R_bal_VEG2_Jan.C1,p11.R_bal_VEG2_Jun.C1,p11.R_endstore_VEG2.C1,p11.R_bal_OIL1_Jan.C1,p11.R_endstore_OIL1.C1,p11.R_bal_OIL2_Jan.C1,p11.R_bal_OIL2_Jun.C1,p11.R_endstore_OIL2.C1,p11.R_bal_OIL3_Jan.C1,p11.R_bal_OIL3_Mar.C1,p11.R_bal_OIL3_May.C1,p11.R_endstore_OIL3.C1",,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,65.503,7982,12095,False,,,none,,170,169,169,170,339,15,0,15,,
p11__gpt-5-nano__s9,gpt-5-nano,11,11,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,f690f97ab88220fc4e6afd67c9c5647767aef832350ff96eda56f701be6fca4b,63.426,7982,12499,False,,,none,,170,169,169,170,339,0,0,0,,
p12__gpt-5-nano__s0,gpt-5-nano,12,12,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,37.525,3098,5201,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s1,gpt-5-nano,12,12,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,31.084,3098,5028,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s2,gpt-5-nano,12,12,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,24.483,3098,3956,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s3,gpt-5-nano,12,12,3,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,32.647,3098,5668,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s4,gpt-5-nano,12,12,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,36.392,3098,6108,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s5,gpt-5-nano,12,12,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,23.11,3098,4018,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s6,gpt-5-nano,12,12,6,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,31.997,3098,5753,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s7,gpt-5-nano,12,12,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,37.388,3098,6064,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s8,gpt-5-nano,12,12,8,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,22.639,3098,4180,False,,,none,,5,17,4,18,35,0,0,0,,
p12__gpt-5-nano__s9,gpt-5-nano,12,12,9,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,0fb92aed8d55bd8f0f144eaf25547d7b76d7cae8d7bb297875e14af44a384753,23.466,3098,4175,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p12__gpt-5-nano__s9\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p12__gpt-5-nano__s9\generated_model.py"", line 69, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p12__gpt-5-nano__s9\generated_model.py"", line 35, in build_model
    y[c] = model.AddVar(vtype=gp.GRB.BINARY, name=f""y_{c}"")
           ^^^^^^^^^^^^
  File ""src/gurobipy/_model.pyx"", line 399, in gurobipy._model.Model.__getattr__
  File ""src/gurobipy/_model.pyx"", line 2212, in gurobipy._model.Model.getAttr
  File ""src/gurobipy/_attrutil.pyx"", line 37, in gurobipy._attrutil._getattrinfo
AttributeError: 'gurobipy.Model' object has no attribute 'AddVar'. Did you mean: 'addVar'?"
p13__gpt-5-nano__s0,gpt-5-nano,13,13,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,28.059,3056,5732,False,,,none,,5,16,4,17,33,0,0,0,,
p13__gpt-5-nano__s1,gpt-5-nano,13,13,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,24.773,3056,4967,False,,,none,,5,16,4,17,33,0,0,0,,
p13__gpt-5-nano__s2,gpt-5-nano,13,13,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,24.793,3056,4721,False,,,none,,5,16,4,17,33,0,0,0,,
p13__gpt-5-nano__s3,gpt-5-nano,13,13,3,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,39.837,3056,8280,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s3\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s3\generated_model.py"", line 84, in solve
    GRB.CONTINUING: ""CONTINUING""
    ^^^^^^^^^^^^^^
AttributeError: type object 'GRB' has no attribute 'CONTINUING'. Did you mean: 'CONTINUOUS'?"
p13__gpt-5-nano__s4,gpt-5-nano,13,13,4,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,23.702,3056,5309,False,,,none,,5,16,4,17,33,0,0,0,,
p13__gpt-5-nano__s5,gpt-5-nano,13,13,5,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,23.222,3056,5234,False,,,none,,5,16,4,17,33,0,0,0,,
p13__gpt-5-nano__s6,gpt-5-nano,13,13,6,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,29.023,3056,6463,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s6\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s6\generated_model.py"", line 52, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s6\generated_model.py"", line 47, in build_model
    model.addConstr(gp.quicksum(variables[f""{c}_{s}""] for s in stores) <= cap * variables[f""y_{c}""], name=f""cap_{c}"".replace(""-"", ""_""))
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s6\generated_model.py"", line 47, in <genexpr>
    model.addConstr(gp.quicksum(variables[f""{c}_{s}""] for s in stores) <= cap * variables[f""y_{c}""], name=f""cap_{c}"".replace(""-"", ""_""))
                                ~~~~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p13__gpt-5-nano__s7,gpt-5-nano,13,13,7,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,20.542,3056,4707,False,,,none,,5,16,4,17,33,0,0,0,,
p13__gpt-5-nano__s8,gpt-5-nano,13,13,8,code_failure,code_failure,code_failure,recovered_prose_slice,False,False,False,False,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,21.821,3056,5084,False,,,none,,,,,,,0,0,0,runtime_error,"Traceback (most recent call last):
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s8\execute_generated.py"", line 48, in <module>
    result = module.solve(data)
             ^^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s8\generated_model.py"", line 51, in solve
    model, variables = build_model(data)
                       ^^^^^^^^^^^^^^^^^
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s8\generated_model.py"", line 40, in build_model
    expr = gp.quicksum(variables[f""{c}_{s}""] for s in stores)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""src/gurobipy/_helpers.pyx"", line 41, in gurobipy._helpers.quicksum
  File ""C:\Users\maamr\Desktop\g5\Exp_1\gpt5_nano_final\execution_workdirs\p13__gpt-5-nano__s8\generated_model.py"", line 40, in <genexpr>
    expr = gp.quicksum(variables[f""{c}_{s}""] for s in stores)
                       ~~~~~~~~~^^^^^^^^^^^^
KeyError: 'c1_s1'"
p13__gpt-5-nano__s9,gpt-5-nano,13,13,9,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,10f76b9e88859cc988482f3a572d12fa880cb6abc0474b825bd7dfb620513fba,19.916,3056,4446,False,,,none,,5,16,4,17,33,0,0,0,,
p14__gpt-5-nano__s0,gpt-5-nano,14,14,0,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,25.234,3572,4998,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s1,gpt-5-nano,14,14,1,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,24.199,3572,4898,False,,,none,,5,18,4,19,37,0,0,0,,
p14__gpt-5-nano__s2,gpt-5-nano,14,14,2,correct,contract_failure,correct,recovered_prose_slice,True,True,True,True,,,,,,56a6ec625dfaaef77be1b3ce0e49637fed624fd0d7a6049de94693e0db66d02c,31.354,3572,5951,False,,,none,,5,18,4,19,37,0,0,0,,
